Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification, Estimated Income , Superannuation Savings ,Amount of Credit Cards, Credit Card Balance , Bank Loans , Bank Deposits , Checking Accounts , Saving Accounts , Foreign Currency Account , Business Lending ,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND66583,Andrew Baker,84,41467,9/10/2015,Gregory Simmons,African,Account Representative I,Low,Jade," $117,125.42 "," $49,597.20 ",1, $647.72 ," $153,107.12 "," $454,769.73 "," $360,679.44 "," $155,562.61 "," $35,199.79 "," $321,595.12 ",3,2,4,2,13
IND73582,Christopher Wright,65,3926,10/4/2003,Frank Brown,European,Human Resources Assistant I,High,Platinum," $155,135.69 "," $9,966.00 ",3," $3,955.72 "," $657,469.34 "," $613,776.68 "," $268,778.02 "," $136,354.70 "," $1,902.46 "," $971,004.83 ",0,2,1,2,14
IND62295,Tina Snyder,67,7348,15-01-2012,Gregory Simmons,Asian,Programmer III,Low,Silver," $173,146.19 "," $20,433.78 ",3," $2,343.86 "," $88,510.51 "," $840,866.85 "," $518,534.56 "," $169,434.67 "," $23,216.84 "," $1,767,385.45 ",0,2,1,2,15
IND39698,George George,67,7541,20-09-2008,Shawn Cook,European,Database Administrator III,Mid,Jade," $341,330.13 "," $11,338.71 ",1," $3,415.76 "," $1,880,586.03 "," $1,771,992.83 "," $479,637.16 "," $622,462.44 "," $53,199.99 "," $2,148,499.81 ",3,4,1,1,1
IND96489,Jeremy Bowman,48,16245,10/9/2002,Roy Rice,European,Research Associate,High,Jade," $113,038.07 "," $21,105.00 ",2," $6,217.31 "," $874,240.76 "," $1,153,249.45 "," $655,045.69 "," $326,415.73 "," $58,641.98 "," $814,075.76 ",3,2,2,1,2
IND62970,Kathleen Stone,41,13785,9/3/2019,Joe Hanson,American,Operator,High,Platinum," $204,694.71 "," $21,047.14 ",1," $1,101.12 "," $440,353.61 "," $78,211.37 "," $32,327.37 "," $66,917.65 "," $36,275.12 "," $791,117.99 ",1,2,2,1,3
IND53584,Nancy Castillo,76,12555,8/10/2013,Anthony Berry,Asian,Pharmacist,High,Jade," $55,512.32 "," $8,663.46 ",2, $832.90 ," $108,096.90 "," $98,876.79 "," $80,220.79 "," $90,388.31 "," $4,904.11 "," $142,258.88 ",1,1,3,2,4
IND34425,Timothy Bradley,50,28523,17-08-2020,Dennis Morris,Asian,Programmer Analyst IV,High,Silver," $71,909.93 "," $19,065.63 ",1," $1,349.18 "," $172,488.87 "," $86,942.18 "," $117,627.66 "," $36,464.57 "," $20,616.89 "," $430,296.10 ",0,2,3,1,5
IND53485,Michael Sims,23,27810,9/11/1999,Bruce Butler,European,Media Manager II,Low,Jade," $43,256.08 "," $30,778.80 ",2," $3,315.88 "," $321,822.64 "," $95,899.27 "," $29,507.47 "," $31,921.71 "," $17,592.43 "," $747,541.08 ",1,1,3,1,6
IND40496,Walter Jenkins,18,26623,22-03-2021,Anthony Berry,American,Accounting Assistant III,Mid,Gold," $91,589.48 "," $32,407.92 ",1, $257.93 ," $672,627.05 "," $280,502.98 "," $126,423.88 "," $198,801.55 "," $40,677.75 "," $798,973.85 ",2,3,3,2,7
IND72603,Aaron Simpson,46,15770,4/12/2013,Benjamin Kim,Asian,Financial Analyst,Mid,Silver," $22,388.51 "," $14,415.44 ",2," $1,184.02 "," $146,552.66 "," $148,409.63 "," $140,459.11 "," $127,049.24 "," $12,347.61 "," $292,069.96 ",1,1,3,2,8
IND56984,Irene Rogers,35,34644,13-11-2010,Roger Alexander,Asian,Pharmacist,High,Jade," $48,321.55 "," $18,298.98 ",2," $3,041.34 "," $730,394.54 "," $209,527.50 "," $173,479.76 "," $45,600.39 "," $31,444.10 "," $110,925.93 ",1,2,3,1,9
IND31180,Annie Hayes,47,16360,29-10-2013,Anthony Simpson,European,Health Coach II,Low,Silver," $67,296.92 "," $14,652.90 ",1," $4,151.61 "," $1,648,965.24 "," $570,772.51 "," $235,318.49 "," $175,137.04 "," $53,942.26 "," $2,139,037.63 ",1,3,3,2,10
IND80616,Michael Stone,22,7702,20-05-2001,Paul Larson,African,Programmer III,High,Gold," $223,595.51 "," $3,596.62 ",1," $1,228.39 "," $125,055.22 "," $98,975.53 "," $66,552.51 "," $20,460.63 "," $59,807.23 "," $794,722.47 ",0,2,4,2,11
IND54495,Louise Barnes,28,26334,15-09-2006,Douglas Tucker,Asian,Compensation Analyst,High,Gold," $155,330.89 "," $33,724.80 ",2," $1,763.28 "," $39,701.88 "," $136,113.78 "," $117,161.22 "," $47,415.84 "," $1,055.12 "," $292,601.03 ",1,2,4,1,12
IND88782,Jose Jacobs,54,22276,25-03-1996,Douglas Tucker,Asian,Senior Financial Analyst,Mid,Jade," $338,592.73 "," $38,743.36 ",1," $8,449.34 "," $724,817.06 "," $2,168,648.47 "," $1,216,939.43 "," $398,157.62 "," $47,583.23 "," $2,251,103.86 ",0,3,1,1,13
IND25223,Steven Owens,49,6336,16-06-2009,Jason Duncan,European,Geologist I,High,Jade," $193,487.42 "," $28,433.34 ",1," $2,278.66 "," $774,008.10 "," $300,687.96 "," $135,887.83 "," $93,473.48 "," $40,427.77 "," $199,674.45 ",1,3,2,1,14
IND26937,Steve Scott,63,16522,3/3/2002,Raymond Alexander,American,Cost Accountant,Mid,Jade," $62,204.50 "," $40,020.38 ",1, $182.96 ," $1,447,905.65 "," $516,071.89 "," $127,033.08 "," $167,366.08 "," $40,382.21 "," $979,165.88 ",1,2,3,2,15
IND14766,Debra Mendoza,49,31099,27-06-2019,Dennis Ruiz,European,Engineer IV,Mid,Jade," $268,215.70 "," $21,790.44 ",3," $1,445.63 "," $1,100,717.95 "," $1,399,302.31 "," $742,992.37 "," $252,617.41 "," $16,392.68 "," $605,027.67 ",3,4,4,1,16
IND45041,Kenneth Moreno,60,11888,18-04-2019,Bruce Butler,European,Web Developer III,Low,Jade," $151,886.04 "," $40,525.92 ",1," $1,610.27 "," $205,461.29 "," $166,878.16 "," $189,895.84 "," $76,303.60 "," $36,408.46 "," $734,636.49 ",2,2,1,2,17
IND54922,Earl Mccoy,50,36622,18-03-2016,Samuel Fowler,Asian,Accountant I,High,Silver," $244,088.88 "," $56,280.84 ",1," $5,725.94 "," $1,016,360.35 "," $358,570.12 "," $298,808.43 "," $85,658.42 "," $39,496.46 "," $643,953.24 ",0,3,1,2,18
IND89369,Keith Banks,19,25884,18-11-2020,Mark Montgomery,European,Account Coordinator,High,Gold," $229,762.92 "," $29,699.68 ",1," $3,262.49 "," $378,430.32 "," $213,097.67 "," $117,476.92 "," $180,641.26 "," $16,162.88 "," $1,116,008.81 ",0,2,1,2,19
IND94380,Chris Meyer,48,16790,1/8/2010,Carl Nguyen,Asian,Health Coach III,Low,Silver," $373,997.68 "," $38,700.86 ",2," $6,360.53 "," $131,305.18 "," $1,620,762.64 "," $699,874.78 "," $638,850.61 "," $47,829.38 "," $789,924.38 ",0,4,2,1,20
IND76782,Douglas Flores,68,24331,26-10-2017,Roy Rice,European,Physical Therapy Assistant,High,Jade," $125,061.12 "," $67,656.80 ",1," $7,810.11 "," $1,608,721.45 "," $268,710.53 "," $157,426.37 "," $119,698.33 "," $39,547.85 "," $1,478,636.44 ",1,5,2,1,21
IND44357,Michael Little,30,14847,15-05-1995,Shawn Cook,European,Financial Analyst,Mid,Silver," $108,917.56 "," $12,134.60 ",2," $2,455.31 "," $117,837.38 "," $519,994.31 "," $152,725.60 "," $162,398.22 "," $9,633.08 "," $440,403.36 ",2,1,3,1,22
IND63865,Richard Matthews,20,12018,30-05-2015,Todd Roberts,European,Safety Technician III,High,Jade," $249,962.86 "," $12,598.74 ",1, $724.04 ," $683,692.81 "," $676,425.11 "," $629,775.11 "," $138,861.52 "," $39,836.46 "," $566,903.12 ",3,2,3,1,1
IND14540,Joseph Fuller,32,3210,6/11/1999,Shawn Cook,Asian,Programmer II,Mid,Gold," $110,074.98 "," $34,598.44 ",1," $6,574.96 "," $357,739.16 "," $843,027.10 "," $912,317.00 "," $123,682.47 "," $6,388.26 "," $1,722,652.66 ",3,5,3,1,2
IND20140,Joseph Adams,25,24592,15-08-2013,Douglas Tucker,European,Database Administrator II,Mid,Gold," $258,076.57 "," $28,850.94 ",2," $3,986.31 "," $487,349.91 "," $188,758.85 "," $69,814.92 "," $105,704.96 "," $30,918.79 "," $138,932.78 ",3,2,3,2,3
IND75181,Eugene Collins,26,16233,1/9/2014,Dennis Morris,European,Marketing Manager,Low,Silver," $80,408.25 "," $24,034.92 ",1," $2,514.94 "," $255,694.05 "," $115,585.79 "," $67,425.04 "," $72,984.17 "," $33,606.18 "," $744,597.66 ",3,2,3,1,4
IND60750,Louis Thomas,27,12190,22-11-2020,Shawn Long,European,Chemical Engineer,High,Platinum," $147,770.44 "," $7,103.25 ",2," $8,315.43 "," $865,952.28 "," $2,674,642.69 "," $549,584.11 "," $1,166,950.27 "," $40,199.64 "," $1,182,318.59 ",0,3,3,2,8
IND40048,Harold Hunt,44,547,4/2/2014,George Lewis,Asian,Systems Administrator I,Mid,Silver," $101,645.35 "," $11,282.13 ",1," $2,361.06 "," $137,078.90 "," $100,101.98 "," $64,216.36 "," $90,998.36 "," $13,008.73 "," $56,590.16 ",3,2,3,1,9
IND91899,Steve Ross,54,6502,21-08-2001,Victor Martinez,American,Geologist III,High,Jade," $59,875.58 "," $26,395.32 ",2," $2,352.17 "," $280,231.77 "," $487,406.17 "," $138,723.30 "," $278,721.35 "," $36,995.32 "," $605,368.76 ",3,1,4,1,10
IND49097,Joyce Gilbert,41,29476,7/7/2021,Joshua Bennett,African,Legal Assistant,Mid,Jade," $149,870.90 "," $7,271.68 ",1," $1,549.27 "," $291,910.74 "," $14,079.18 "," $11,732.65 "," $11,615.33 "," $16,342.24 "," $340,859.20 ",3,2,4,1,11
IND30559,Pamela Bailey,37,19655,29-06-2000,Phillip Peters,European,Programmer Analyst II,Low,Platinum," $144,204.97 "," $23,540.58 ",1," $2,387.44 "," $72,118.28 "," $187,124.17 "," $134,495.49 "," $102,625.91 "," $1,663.65 "," $69,536.10 ",2,2,1,1,12
IND40540,Joseph Burton,73,20897,11/5/2019,Joshua Little,European,Software Test Engineer III,Mid,Gold," $36,313.80 "," $2,913.30 ",2," $1,255.92 "," $56,507.39 "," $165,720.27 "," $127,127.88 "," $73,915.78 "," $9,357.52 "," $422,697.90 ",2,1,2,1,13
IND32711,Terry Tucker,84,1541,19-02-2017,Stephen Payne,European,Software Engineer IV,Mid,Gold," $29,506.65 "," $26,180.46 ",2," $3,503.47 "," $454,195.93 "," $490,080.03 "," $107,473.69 "," $216,022.12 "," $10,174.24 ", $-   ,3,1,3,1,14
IND71842,Shawn Duncan,33,17051,23-08-1995,Nicholas Cunningham,African,Staff Accountant I,Mid,Silver," $54,920.14 "," $11,627.84 ",1," $2,230.54 "," $183,537.82 "," $141,038.37 "," $64,108.35 "," $64,749.44 "," $19,642.39 "," $64,320.87 ",1,1,4,2,15
IND98821,Stephen Perkins,43,19583,21-01-2013,Shawn Long,European,Engineer II,Mid,Silver," $79,160.51 "," $50,359.88 ",3," $7,012.64 "," $305,168.61 "," $1,086,576.22 "," $657,664.56 "," $366,385.88 "," $46,669.50 "," $525,028.87 ",2,3,1,1,1
IND60303,Joshua Williams,60,13881,27-08-2004,Gregory Simmons,Asian,Human Resources Assistant II,Mid,Jade," $69,198.52 "," $24,858.21 ",2," $1,811.33 "," $260,871.21 "," $167,605.97 "," $157,599.65 "," $84,228.26 "," $21,688.95 "," $491,162.21 ",1,1,1,1,2
IND21271,Kenneth Simmons,55,11755,10/2/1999,Paul Holmes,Asian,Associate Professor,Mid,Silver," $77,057.74 "," $15,035.54 ",1, $469.14 ," $43,233.46 "," $82,808.38 "," $45,687.38 "," $55,338.84 "," $9,449.28 "," $331,817.00 ",3,1,1,2,3
IND71938,Virginia Willis,63,29745,16-12-1996,Raymond Alexander,European,Engineer III,High,Silver," $315,879.56 "," $30,141.45 ",2," $3,991.04 "," $100,474.26 "," $963,526.30 "," $329,008.98 "," $854,483.33 "," $7,856.17 "," $1,112,977.01 ",2,3,2,2,4
IND48166,Martin GoPKRalez,71,35810,26-03-2010,Jerry Green,Asian,Legal Assistant,High,Silver," $304,130.87 "," $6,349.50 ",1," $7,215.98 "," $599,869.22 "," $1,334,851.75 "," $301,418.14 "," $447,821.23 "," $56,792.54 "," $1,527,415.14 ",3,3,2,2,5
IND35417,William Wagner,53,29967,31-07-2016,Nicholas Cunningham,European,Librarian,Mid,Silver," $187,639.73 "," $29,519.35 ",1," $6,791.21 "," $1,013,646.20 "," $354,828.55 "," $200,846.35 "," $92,389.32 "," $65,609.07 "," $2,574,028.95 ",3,5,3,1,6
IND36167,Juan Freeman,72,40251,25-06-2014,Benjamin Kim,American,Software Consultant,High,Jade," $204,251.61 "," $33,054.12 ",1," $8,897.67 "," $1,319,951.79 "," $728,029.16 "," $354,176.35 "," $96,414.67 "," $88,889.78 "," $1,843,702.19 ",0,2,3,2,7
IND53489,Samuel Johnston,48,28424,24-07-1995,Bruce Porter,Asian,Analog Circuit Design manager,Mid,Platinum," $45,140.55 "," $11,706.09 ",1," $2,462.72 "," $1,111,816.82 "," $71,222.11 "," $49,721.09 "," $14,849.14 "," $15,651.80 "," $634,584.01 ",1,2,3,2,8
IND46654,Frank Bennett,30,14964,11/6/1996,Shawn Cook,African,Biostatistician III,Low,Jade," $62,086.04 "," $13,054.40 ",2," $1,742.54 "," $173,701.43 "," $336,511.16 "," $252,383.37 "," $37,977.69 "," $4,177.87 "," $777,754.88 ",1,1,3,1,9
IND57483,Heather Mendoza,33,4294,26-05-2009,Mark Montgomery,American,Software Test Engineer IV,High,Jade," $233,362.42 "," $57,088.08 ",1," $5,030.23 "," $513,458.62 "," $414,811.81 "," $251,607.16 "," $381,286.86 "," $30,522.64 "," $394,715.55 ",3,4,3,1,10
IND26697,Jeffrey Watson,18,2419,4/3/2021,Adam Hernandez,European,Operator,High,Jade," $100,790.48 "," $29,680.00 ",3," $2,256.06 "," $377,251.76 "," $110,150.20 "," $50,243.95 "," $88,661.25 "," $13,828.43 "," $357,866.52 ",1,1,3,1,11
IND21028,Craig James,80,20249,26-11-2006,Paul Holmes,European,Librarian,Low,Silver," $137,250.19 "," $5,786.80 ",3," $1,801.89 "," $549,960.86 "," $415,274.04 "," $343,829.04 "," $58,540.24 "," $39,367.44 "," $693,670.00 ",3,2,3,1,12
IND86154,Albert Banks,65,25014,11/1/2009,Chris Armstrong,European,Office Assistant II,Low,Jade," $107,355.90 "," $27,348.24 ",3," $9,794.39 "," $1,168,454.83 "," $742,185.41 "," $332,030.32 "," $176,562.00 "," $7,084.29 "," $2,345,714.89 ",3,2,4,2,13
IND47039,Gloria Williamson,41,28411,21-08-2002,Anthony Torres,American,Biostatistician III,High,Silver," $121,627.32 "," $6,358.50 ",1," $1,417.88 "," $204,346.57 "," $164,323.60 "," $132,312.51 "," $64,064.86 "," $36,208.28 "," $533,141.67 ",1,2,4,2,14
IND18081,Rose Bell,22,38335,20-04-2013,Benjamin Kim,Asian,Software Engineer III,High,Jade," $216,600.38 "," $33,745.60 ",1," $3,753.39 "," $514,287.24 "," $235,217.95 "," $117,608.97 "," $112,904.61 "," $23,203.35 "," $852,915.17 ",0,2,1,2,15
IND13675,Johnny Castillo,72,32245,23-02-2005,Dennis Ruiz,European,Senior Financial Analyst,Mid,Jade," $56,742.37 "," $5,989.66 ",1," $2,306.88 "," $306,206.15 "," $259,379.02 "," $151,518.44 "," $52,646.24 "," $22,486.23 "," $381,291.36 ",2,1,2,2,16
IND54772,Jose Fernandez,23,30967,17-11-2017,Shawn Cook,American,Research Associate,Low,Gold," $74,534.17 "," $28,053.56 ",1," $2,592.42 "," $510,240.61 "," $770,470.05 "," $309,628.15 "," $352,976.09 "," $27,093.64 "," $1,011,219.49 ",0,2,3,1,17
IND61012,Donna Moreno,35,25681,7/7/1999,James Castillo,Asian,Recruiting Manager,Mid,Platinum," $100,179.13 "," $41,945.04 ",1," $4,780.49 "," $852,440.70 "," $288,932.90 "," $278,231.68 "," $72,197.55 "," $31,464.81 "," $210,438.39 ",0,2,4,1,18
IND63638,Daniel Flores,38,11973,6/12/2013,James Castillo,European,Geologist II,High,Jade," $87,532.19 "," $58,158.72 ",1," $1,337.22 "," $2,331,797.04 "," $1,769,278.68 "," $660,530.71 "," $487,849.11 "," $50,168.52 "," $1,431,166.26 ",1,5,1,1,19
IND73710,Jesse Frazier,47,8973,4/1/2009,Jonathan Hawkins,African,Budget/Accounting Analyst II,High,Jade," $428,779.47 "," $49,066.36 ",1," $4,997.75 "," $756,177.50 "," $79,273.69 "," $55,705.83 "," $52,963.39 "," $34,618.00 "," $1,254,015.22 ",2,4,1,1,20
IND93494,John Banks,49,28369,21-11-1995,Douglas Tucker,European,Internal Auditor,Mid,Jade," $189,556.55 "," $4,872.09 ",1," $6,370.09 "," $1,936,734.44 "," $1,808,858.54 "," $508,372.01 "," $808,666.17 "," $47,581.45 "," $1,028,434.44 ",0,2,1,1,21
IND97314,Angela Green,51,1339,12/3/2020,Anthony Berry,European,Administrative Assistant III,High,Silver," $111,666.93 "," $10,063.04 ",1, $232.45 ," $178,379.26 "," $141,104.54 "," $58,205.62 "," $145,355.31 "," $21,976.83 "," $371,360.77 ",3,1,2,1,22
IND43915,Steven Kelly,66,18769,3/8/2004,Victor Ramos,Australian,Accounting Assistant III,High,Silver," $72,740.57 "," $44,633.40 ",2, $259.46 ," $1,132,307.03 "," $914,948.33 "," $316,712.88 "," $433,544.75 "," $46,741.97 "," $1,904,675.14 ",0,3,2,1,1
IND62101,Timothy Duncan,24,24639,6/6/2010,Paul Holmes,American,Account Representative II,Mid,Jade," $60,561.36 "," $20,678.56 ",1," $1,351.60 "," $143,868.00 "," $63,866.95 "," $51,344.02 "," $68,713.33 "," $9,230.45 "," $271,539.91 ",3,1,3,2,2
IND12706,Frances Gilbert,21,14163,12/4/1996,Joe Hanson,American,VP Product Management,High,Jade," $127,646.31 "," $31,475.04 ",2, $547.77 ," $101,437.25 "," $39,450.13 "," $33,987.81 "," $13,352.35 "," $6,495.18 "," $439,850.83 ",1,2,3,2,3
IND96211,Dennis Chapman,31,43165,24-03-2013,Bruce Butler,Asian,General Manager,High,Jade," $46,550.39 "," $9,612.22 ",2," $2,451.00 "," $349,238.86 "," $252,327.87 "," $311,204.37 "," $133,397.33 "," $7,888.87 "," $445,175.90 ",0,1,3,2,4
IND99855,Christopher Cooper,47,36627,4/1/2003,Nicholas Cunningham,American,Quality Engineer,Low,Silver," $437,883.80 "," $22,488.33 ",1," $12,970.00 "," $806,029.27 "," $2,785,992.89 "," $1,049,270.05 "," $949,770.30 "," $70,184.96 "," $1,103,518.69 ",3,5,3,2,8
IND20615,Jesse Martinez,64,28973,2/6/2019,Frank Brown,European,VP Accounting,High,Silver," $85,048.46 "," $13,002.66 ",1, $417.38 ," $192,796.81 "," $199,916.46 "," $135,078.69 "," $76,994.85 "," $8,554.24 "," $480,302.82 ",2,1,3,1,9
IND42387,Catherine Robinson,37,11761,23-01-2018,Samuel Fowler,American,Geologist I,High,Gold," $245,950.08 "," $31,151.40 ",1," $3,690.04 "," $294,596.57 "," $86,517.21 "," $100,250.11 "," $27,809.10 "," $10,175.00 "," $524,150.68 ",0,2,3,1,10
IND51003,Tina Gutierrez,78,29416,21-10-1999,Phillip Peters,American,Web Developer III,Mid,Jade," $287,479.63 "," $44,967.51 ",1, $607.07 ," $143,952.23 "," $1,026,866.94 "," $273,831.18 "," $482,969.75 "," $22,363.24 "," $1,046,379.60 ",1,2,3,1,11
IND38386,Paul Hall,50,21471,4/9/2003,Joshua Little,European,Human Resources Assistant I,High,Jade," $333,416.50 "," $37,405.71 ",2," $1,143.55 "," $670,224.59 "," $385,630.11 "," $322,412.06 "," $223,033.29 "," $15,409.23 "," $308,617.43 ",3,3,4,2,12
IND31075,Terry Fox,53,37647,27-05-2006,Chris Armstrong,Asian,Director of Sales,High,Jade," $471,737.72 "," $10,652.46 ",2," $3,087.18 "," $1,851,796.40 "," $1,301,697.82 "," $667,827.57 "," $306,295.16 "," $86,545.55 "," $2,077,692.84 ",0,4,4,1,13
IND29987,Russell Long,25,20225,31-12-2014,Victor Martinez,African,Senior Editor,High,Jade," $98,291.31 "," $1,761.30 ",1," $2,649.84 "," $128,914.72 "," $637,259.95 "," $172,373.59 "," $227,480.91 "," $21,819.82 "," $610,220.45 ",0,1,1,2,14
IND53122,Mary Fowler,51,41519,4/7/2005,Mark Montgomery,Asian,Mechanical Systems Engineer,Low,Silver," $76,876.50 "," $7,009.92 ",1, $221.62 ," $329,447.09 "," $521,113.40 "," $451,631.62 "," $108,275.78 "," $22,084.16 "," $606,561.37 ",1,1,2,1,15
IND71679,Joshua Little,57,13634,16-11-2003,Anthony Berry,European,Quality Engineer,High,Silver," $33,431.02 "," $14,261.98 ",1," $1,914.57 "," $138,563.48 "," $200,745.02 "," $73,803.32 "," $223,624.05 "," $1,144.44 "," $126,374.61 ",3,1,3,1,1
IND96476,Randy Shaw,62,29954,25-05-2015,Dennis Ruiz,American,Occupational Therapist,Low,Jade," $136,945.39 "," $2,702.16 ",2, $880.63 ," $288,959.82 "," $1,278,524.30 "," $516,489.95 "," $402,862.16 "," $13,357.88 "," $1,250,406.93 ",0,2,4,1,2
IND59444,David Graham,60,17648,30-05-2019,Patrick Graham,Asian,Professor,High,Silver," $84,410.51 "," $14,225.76 ",1," $2,768.07 "," $39,076.97 "," $496,487.76 "," $139,637.18 "," $339,783.81 "," $21,135.11 "," $86,754.40 ",1,1,1,1,3
IND96722,Peter Johnston,59,6946,31-03-2006,Benjamin Kim,European,Accountant I,High,Jade," $172,838.30 "," $30,257.88 ",1," $2,214.03 "," $148,146.82 "," $78,331.55 "," $71,578.83 "," $78,074.95 "," $8,087.80 "," $200,516.17 ",3,2,1,2,4
IND91553,Theresa Woods,54,38245,30-03-2009,Dennis Morris,Asian,Internal Auditor,Mid,Gold," $220,066.39 "," $10,927.53 ",1," $5,578.10 "," $734,254.66 "," $194,915.48 "," $150,296.27 "," $99,759.15 "," $3,964.80 "," $1,280,407.15 ",0,2,1,1,5
IND43964,Johnny Duncan,21,30800,10/9/2010,Ernest Rivera,European,Senior Quality Engineer,Low,Silver," $75,290.16 "," $7,814.52 ",3, $308.02 ," $490,077.18 ", $-   , $-   , $-   ," $17,807.30 "," $147,852.84 ",3,1,2,2,6
IND42604,Christopher Lewis,73,18764,23-06-2007,Joe Hanson,European,Web Designer II,High,Jade," $73,990.20 "," $26,321.46 ",1," $2,554.67 "," $61,514.11 "," $96,217.43 "," $98,535.92 "," $13,215.41 "," $2,571.65 "," $100,259.73 ",0,1,2,1,7
IND80050,Juan Reyes,20,3483,10/5/2020,Dennis Ruiz,African,Junior Executive,High,Gold," $65,249.03 "," $34,583.10 ",2," $2,461.32 "," $494,176.65 "," $1,564,149.28 "," $346,422.32 "," $759,609.68 "," $20,684.48 "," $784,783.69 ",3,2,3,2,8
IND15192,Raymond Marshall,55,16456,31-10-2018,Jerry Green,European,Programmer III,Mid,Silver," $242,808.69 "," $22,946.34 ",2," $11,040.56 "," $1,462,141.88 "," $161,117.14 "," $42,796.74 "," $43,199.53 "," $102,445.26 "," $955,582.64 ",1,5,3,2,9
IND61862,Juan Burton,47,30065,9/9/2003,Mark Montgomery,European,Legal Assistant,Mid,Silver," $28,009.10 "," $3,422.79 ",1," $2,000.51 "," $305,036.67 "," $336,806.30 "," $242,079.53 "," $100,059.54 "," $11,972.45 "," $300,771.79 ",0,1,3,2,10
IND32146,William Gray,66,13271,17-05-2021,Dennis Ruiz,Asian,Human Resources Manager,High,Jade," $193,730.98 "," $19,243.32 ",1," $4,011.46 "," $71,875.73 "," $681,503.62 "," $212,969.88 "," $142,689.82 "," $50,113.82 "," $825,636.96 ",2,2,3,1,11
IND91035,Martha Davis,51,10528,5/7/2019,Joshua Bennett,European,Database Administrator IV,High,Silver," $31,697.22 "," $10,588.25 ",1," $4,194.20 "," $719,621.41 "," $215,052.59 "," $112,369.82 "," $96,018.08 "," $35,144.19 "," $439,788.62 ",0,1,3,2,12
IND65273,Shawn Watkins,84,34468,23-12-2016,Shawn Wallace,European,Business Systems Development Analyst,High,Jade," $168,229.69 "," $55,000.50 ",1," $5,369.33 "," $987,210.90 "," $1,638,584.71 "," $491,575.41 "," $730,430.64 "," $5,526.30 "," $2,081,371.50 ",1,3,3,1,13
IND34196,Tina Alexander,18,42914,28-03-1995,Bruce Porter,European,Safety Technician II,Mid,Silver," $69,206.32 "," $11,412.24 ",1," $2,836.85 "," $264,579.84 "," $687,309.24 "," $469,661.31 "," $70,105.54 ", $596.40 ," $449,243.76 ",2,1,3,2,14
IND31640,Larry Cooper,65,1755,29-11-2016,Nicholas Cunningham,American,VP Marketing,Mid,Silver," $341,626.91 "," $44,359.14 ",1," $7,977.95 "," $2,348,592.06 "," $1,338,614.55 "," $607,598.09 "," $225,570.79 "," $28,764.68 "," $3,336,500.57 ",3,5,4,2,15
IND15111,Randy Jacobs,65,18192,30-06-2012,Jeremy Vasquez,Asian,Human Resources Assistant II,Low,Gold," $346,235.31 "," $26,283.46 ",3," $10,135.91 "," $2,092,196.45 "," $482,897.73 "," $159,899.91 "," $83,147.95 "," $89,851.22 "," $2,314,479.35 ",1,3,4,2,16
IND22504,Andrew Torres,36,16229,16-05-1999,Jerry Green,American,Research Nurse,Mid,Jade," $87,521.39 "," $14,406.84 ",2," $1,151.95 "," $197,807.72 ", $-   , $-   , $-   ," $10,225.98 "," $281,898.17 ",0,1,1,2,17
IND33992,Randy Peterson,66,7472,31-10-2006,Stephen Payne,Asian,Nurse,High,Gold," $87,223.65 "," $28,271.26 ",1, $948.36 ," $1,280,884.95 "," $778,015.33 "," $386,431.46 "," $87,591.13 ", $436.16 ," $874,975.19 ",0,2,2,2,18
IND89837,Thomas Martinez,20,42444,2/5/2003,Douglas Tucker,European,Marketing Manager,Mid,Silver," $20,835.63 "," $17,758.98 ",1," $3,220.07 "," $369,469.71 "," $439,865.44 "," $142,402.48 "," $203,635.55 ", $85.94 ," $696,209.65 ",0,1,3,1,19
IND39449,Shawn Robertson,55,17141,21-06-1996,Anthony Berry,American,Chemical Engineer,High,Silver," $88,044.48 "," $32,454.00 ",1, $797.94 ," $1,378,713.96 "," $1,800,941.06 "," $914,323.92 "," $343,841.21 "," $37,149.84 "," $1,556,729.46 ",2,2,4,2,20
IND74203,Howard Webb,32,14142,1/12/2005,Patrick Graham,American,Structural Analysis Engineer,High,Jade," $308,476.77 "," $45,987.12 ",1," $7,131.00 "," $501,679.15 "," $1,472,296.81 "," $686,408.65 "," $317,638.09 "," $22,795.32 "," $2,438,528.63 ",0,2,1,1,21
IND51348,Teresa Shaw,54,40298,8/4/2009,Victor Martinez,American,Accountant II,High,Platinum," $216,752.38 "," $16,555.86 ",1, $42.60 ," $48,703.85 "," $188,233.40 "," $61,662.67 "," $83,504.23 "," $19,594.42 "," $902,074.88 ",3,2,1,2,22
IND66999,Shirley Parker,73,5219,9/8/2018,Adam Hernandez,European,Safety Technician I,High,Gold," $85,439.62 "," $4,171.30 ",1, $232.05 ," $577,537.80 "," $289,254.18 "," $474,376.85 "," $101,007.56 "," $12,560.80 "," $623,384.65 ",1,2,1,1,1
IND42138,Sarah Hill,69,42635,19-01-1999,Ernest Rivera,European,Statistician I,High,Silver," $353,717.03 "," $31,925.19 ",1," $1,137.47 "," $790,745.24 "," $408,104.61 "," $222,914.28 "," $90,023.08 "," $59,105.19 "," $1,978,040.82 ",2,4,2,2,2
